"SampleYear","Site","DepthZone","Species","SpeciesGroupF","Latitude","Longitude","Density_m2"
2018,"Portuguese Point","Inner","Leptogorgia chilensis","gorgonians",33.73711,-118.37718,0
2018,"Portuguese Point","Inner","Muricea californica","gorgonians",33.73711,-118.37718,0.0166666666666667
2018,"Portuguese Point","Inner","Muricea fruticosa","gorgonians",33.73711,-118.37718,0.025
2018,"Portuguese Point","Middle","Eugorgia rubens","gorgonians",33.73664,-118.37632,0
2018,"Portuguese Point","Middle","Leptogorgia alba","gorgonians",33.73664,-118.37632,0
2018,"Portuguese Point","Middle","Leptogorgia chilensis","gorgonians",33.73664,-118.37632,0
2018,"Portuguese Point","Middle","Muricea californica","gorgonians",33.73664,-118.37632,1.575
2018,"Portuguese Point","Middle","Muricea fruticosa","gorgonians",33.73664,-118.37632,0.15
2018,"Portuguese Point","Outer","Eugorgia rubens","gorgonians",33.73542,-118.37528,0.00833333333333333
2018,"Portuguese Point","Outer","Leptogorgia alba","gorgonians",33.73542,-118.37528,0
2018,"Portuguese Point","Outer","Leptogorgia chilensis","gorgonians",33.73542,-118.37528,0.566666666666667
2018,"Portuguese Point","Outer","Muricea californica","gorgonians",33.73542,-118.37528,1.79166666666667
2018,"Portuguese Point","Outer","Muricea fruticosa","gorgonians",33.73542,-118.37528,0.1
2018,"Portuguese Bend","Inner","Eugorgia rubens","gorgonians",33.72827,-118.35692,0
2018,"Portuguese Bend","Inner","Leptogorgia alba","gorgonians",33.72827,-118.35692,0
2018,"Portuguese Bend","Inner","Leptogorgia chilensis","gorgonians",33.72827,-118.35692,0
2018,"Portuguese Bend","Inner","Muricea californica","gorgonians",33.72827,-118.35692,0
2018,"Portuguese Bend","Inner","Muricea fruticosa","gorgonians",33.72827,-118.35692,0
2018,"Portuguese Bend","Middle","Eugorgia rubens","gorgonians",33.7281,-118.35735,0
2018,"Portuguese Bend","Middle","Leptogorgia alba","gorgonians",33.7281,-118.35735,0
2018,"Portuguese Bend","Middle","Leptogorgia chilensis","gorgonians",33.7281,-118.35735,0
2018,"Portuguese Bend","Middle","Muricea californica","gorgonians",33.7281,-118.35735,0.0666666666666667
2018,"Portuguese Bend","Middle","Muricea fruticosa","gorgonians",33.7281,-118.35735,0
2018,"Portuguese Bend","Outer","Eugorgia rubens","gorgonians",33.72744,-118.35767,0
2018,"Portuguese Bend","Outer","Leptogorgia alba","gorgonians",33.72744,-118.35767,0
2018,"Portuguese Bend","Outer","Leptogorgia chilensis","gorgonians",33.72744,-118.35767,0
2018,"Portuguese Bend","Outer","Muricea californica","gorgonians",33.72744,-118.35767,0
2018,"Portuguese Bend","Outer","Muricea fruticosa","gorgonians",33.72744,-118.35767,0
2018,"Portuguese Bend","Deep","Eugorgia rubens","gorgonians",33.72611,-118.35827,0
2018,"Portuguese Bend","Deep","Leptogorgia alba","gorgonians",33.72611,-118.35827,0
2018,"Portuguese Bend","Deep","Leptogorgia chilensis","gorgonians",33.72611,-118.35827,0.125
2018,"Portuguese Bend","Deep","Muricea californica","gorgonians",33.72611,-118.35827,1.03333333333333
2018,"Portuguese Bend","Deep","Muricea fruticosa","gorgonians",33.72611,-118.35827,0.125
2018,"Bunker Point","Inner","Eugorgia rubens","gorgonians",33.72563,-118.35286,0
2018,"Bunker Point","Inner","Leptogorgia alba","gorgonians",33.72563,-118.35286,0
2018,"Bunker Point","Inner","Leptogorgia chilensis","gorgonians",33.72563,-118.35286,0
2018,"Bunker Point","Inner","Muricea californica","gorgonians",33.72563,-118.35286,0
2018,"Bunker Point","Inner","Muricea fruticosa","gorgonians",33.72563,-118.35286,0
2018,"Bunker Point","Middle","Eugorgia rubens","gorgonians",33.72529,-118.3536,0
2018,"Bunker Point","Middle","Leptogorgia alba","gorgonians",33.72529,-118.3536,0
2018,"Bunker Point","Middle","Leptogorgia chilensis","gorgonians",33.72529,-118.3536,0
2018,"Bunker Point","Middle","Muricea californica","gorgonians",33.72529,-118.3536,0.108333333333333
2018,"Bunker Point","Middle","Muricea fruticosa","gorgonians",33.72529,-118.3536,0
2018,"Bunker Point","Outer","Eugorgia rubens","gorgonians",33.72491,-118.35365,0
2018,"Bunker Point","Outer","Leptogorgia alba","gorgonians",33.72491,-118.35365,0
2018,"Bunker Point","Outer","Leptogorgia chilensis","gorgonians",33.72491,-118.35365,0
2018,"Bunker Point","Outer","Muricea californica","gorgonians",33.72491,-118.35365,0.25
2018,"Bunker Point","Outer","Muricea fruticosa","gorgonians",33.72491,-118.35365,0.00833333333333333
2018,"Bunker Point","Deep","Eugorgia rubens","gorgonians",33.7243,-118.35386,1.20833333333333
2018,"Bunker Point","Deep","Leptogorgia alba","gorgonians",33.7243,-118.35386,0
2018,"Bunker Point","Deep","Leptogorgia chilensis","gorgonians",33.7243,-118.35386,0.383333333333333
2018,"Bunker Point","Deep","Muricea californica","gorgonians",33.7243,-118.35386,2.38333333333333
2018,"Bunker Point","Deep","Muricea fruticosa","gorgonians",33.7243,-118.35386,0.291666666666667
2018,"Burial Grounds","Inner","Eugorgia rubens","gorgonians",33.72541,-118.34695,0
2018,"Burial Grounds","Inner","Leptogorgia alba","gorgonians",33.72541,-118.34695,0
2018,"Burial Grounds","Inner","Leptogorgia chilensis","gorgonians",33.72541,-118.34695,0
2018,"Burial Grounds","Inner","Muricea californica","gorgonians",33.72541,-118.34695,0
2018,"Burial Grounds","Inner","Muricea fruticosa","gorgonians",33.72541,-118.34695,0
2018,"Burial Grounds","Middle","Eugorgia rubens","gorgonians",33.72437,-118.34743,0
2018,"Burial Grounds","Middle","Leptogorgia alba","gorgonians",33.72437,-118.34743,0
2018,"Burial Grounds","Middle","Leptogorgia chilensis","gorgonians",33.72437,-118.34743,0
2018,"Burial Grounds","Middle","Muricea californica","gorgonians",33.72437,-118.34743,0
2018,"Burial Grounds","Middle","Muricea fruticosa","gorgonians",33.72437,-118.34743,0
2018,"Burial Grounds","Outer","Eugorgia rubens","gorgonians",33.72333,-118.34777,0
2018,"Burial Grounds","Outer","Leptogorgia alba","gorgonians",33.72333,-118.34777,0
2018,"Burial Grounds","Outer","Leptogorgia chilensis","gorgonians",33.72333,-118.34777,0
2018,"Burial Grounds","Outer","Muricea californica","gorgonians",33.72333,-118.34777,0.1
2018,"Burial Grounds","Outer","Muricea fruticosa","gorgonians",33.72333,-118.34777,0.00833333333333333
2018,"Burial Grounds","Deep","Eugorgia rubens","gorgonians",33.72206,-118.34868,0.166666666666667
2018,"Burial Grounds","Deep","Leptogorgia alba","gorgonians",33.72206,-118.34868,0
2018,"Burial Grounds","Deep","Leptogorgia chilensis","gorgonians",33.72206,-118.34868,0.5
2018,"Burial Grounds","Deep","Muricea californica","gorgonians",33.72206,-118.34868,1.30833333333333
2018,"Burial Grounds","Deep","Muricea fruticosa","gorgonians",33.72206,-118.34868,0.108333333333333
2018,"Old 18th","Inner","Eugorgia rubens","gorgonians",33.72405,-118.3431,0
2018,"Old 18th","Inner","Leptogorgia alba","gorgonians",33.72405,-118.3431,0
2018,"Old 18th","Inner","Leptogorgia chilensis","gorgonians",33.72405,-118.3431,0
2018,"Old 18th","Inner","Muricea californica","gorgonians",33.72405,-118.3431,0
2018,"Old 18th","Inner","Muricea fruticosa","gorgonians",33.72405,-118.3431,0
2018,"Old 18th","Middle","Eugorgia rubens","gorgonians",33.72309,-118.34377,0
2018,"Old 18th","Middle","Leptogorgia alba","gorgonians",33.72309,-118.34377,0
2018,"Old 18th","Middle","Leptogorgia chilensis","gorgonians",33.72309,-118.34377,0
2018,"Old 18th","Middle","Muricea californica","gorgonians",33.72309,-118.34377,0
2018,"Old 18th","Middle","Muricea fruticosa","gorgonians",33.72309,-118.34377,0
2018,"Old 18th","Outer","Eugorgia rubens","gorgonians",33.7221,-118.34451,0
2018,"Old 18th","Outer","Leptogorgia alba","gorgonians",33.7221,-118.34451,0
2018,"Old 18th","Outer","Leptogorgia chilensis","gorgonians",33.7221,-118.34451,0
2018,"Old 18th","Outer","Muricea californica","gorgonians",33.7221,-118.34451,0.266666666666667
2018,"Old 18th","Outer","Muricea fruticosa","gorgonians",33.7221,-118.34451,0
2018,"Old 18th","Deep","Eugorgia rubens","gorgonians",33.72096,-118.34545,0
2018,"Old 18th","Deep","Leptogorgia alba","gorgonians",33.72096,-118.34545,0
2018,"Old 18th","Deep","Leptogorgia chilensis","gorgonians",33.72096,-118.34545,0.00833333333333333
2018,"Old 18th","Deep","Muricea californica","gorgonians",33.72096,-118.34545,0
2018,"Old 18th","Deep","Muricea fruticosa","gorgonians",33.72096,-118.34545,0
2018,"Cape Point","Inner","Eugorgia rubens","gorgonians",33.72256,-118.33942,0
2018,"Cape Point","Inner","Leptogorgia alba","gorgonians",33.72256,-118.33942,0
2018,"Cape Point","Inner","Leptogorgia chilensis","gorgonians",33.72256,-118.33942,0
2018,"Cape Point","Inner","Muricea californica","gorgonians",33.72256,-118.33942,0
2018,"Cape Point","Inner","Muricea fruticosa","gorgonians",33.72256,-118.33942,0
2018,"Cape Point","Middle","Eugorgia rubens","gorgonians",33.72164,-118.34029,0
2018,"Cape Point","Middle","Leptogorgia alba","gorgonians",33.72164,-118.34029,0
2018,"Cape Point","Middle","Leptogorgia chilensis","gorgonians",33.72164,-118.34029,0
2018,"Cape Point","Middle","Muricea californica","gorgonians",33.72164,-118.34029,0
2018,"Cape Point","Middle","Muricea fruticosa","gorgonians",33.72164,-118.34029,0
2018,"Cape Point","Outer","Eugorgia rubens","gorgonians",33.72008,-118.34068,0
2018,"Cape Point","Outer","Leptogorgia alba","gorgonians",33.72008,-118.34068,0
2018,"Cape Point","Outer","Leptogorgia chilensis","gorgonians",33.72008,-118.34068,0
2018,"Cape Point","Outer","Muricea californica","gorgonians",33.72008,-118.34068,0.0666666666666667
2018,"Cape Point","Outer","Muricea fruticosa","gorgonians",33.72008,-118.34068,0.00833333333333333
2018,"Cape Point","Deep","Eugorgia rubens","gorgonians",33.71822,-118.34137,0.0833333333333333
2018,"Cape Point","Deep","Leptogorgia alba","gorgonians",33.71822,-118.34137,0
2018,"Cape Point","Deep","Leptogorgia chilensis","gorgonians",33.71822,-118.34137,0.2
2018,"Cape Point","Deep","Muricea californica","gorgonians",33.71822,-118.34137,0.808333333333333
2018,"Cape Point","Deep","Muricea fruticosa","gorgonians",33.71822,-118.34137,0.025
2018,"KOU Rock","Inner","Eugorgia rubens","gorgonians",33.7213,-118.33694,0
2018,"KOU Rock","Inner","Leptogorgia alba","gorgonians",33.7213,-118.33694,0
2018,"KOU Rock","Inner","Leptogorgia chilensis","gorgonians",33.7213,-118.33694,0
2018,"KOU Rock","Inner","Muricea californica","gorgonians",33.7213,-118.33694,0
2018,"KOU Rock","Inner","Muricea fruticosa","gorgonians",33.7213,-118.33694,0
2018,"KOU Rock","Middle","Eugorgia rubens","gorgonians",33.7205,-118.33742,0
2018,"KOU Rock","Middle","Leptogorgia alba","gorgonians",33.7205,-118.33742,0
2018,"KOU Rock","Middle","Leptogorgia chilensis","gorgonians",33.7205,-118.33742,0
2018,"KOU Rock","Middle","Muricea californica","gorgonians",33.7205,-118.33742,0
2018,"KOU Rock","Middle","Muricea fruticosa","gorgonians",33.7205,-118.33742,0
2018,"KOU Rock","Outer","Eugorgia rubens","gorgonians",33.71771,-118.33913,0
2018,"KOU Rock","Outer","Leptogorgia alba","gorgonians",33.71771,-118.33913,0
2018,"KOU Rock","Outer","Leptogorgia chilensis","gorgonians",33.71771,-118.33913,0.116666666666667
2018,"KOU Rock","Outer","Muricea californica","gorgonians",33.71771,-118.33913,0.7
2018,"KOU Rock","Outer","Muricea fruticosa","gorgonians",33.71771,-118.33913,0.0166666666666667
2018,"KOU Rock","Deep","Eugorgia rubens","gorgonians",33.7172,-118.33928,0.0416666666666667
2018,"KOU Rock","Deep","Leptogorgia alba","gorgonians",33.7172,-118.33928,0
2018,"KOU Rock","Deep","Leptogorgia chilensis","gorgonians",33.7172,-118.33928,0.0833333333333333
2018,"KOU Rock","Deep","Muricea californica","gorgonians",33.7172,-118.33928,0.266666666666667
2018,"KOU Rock","Deep","Muricea fruticosa","gorgonians",33.7172,-118.33928,0.0166666666666667
2018,"3 Palms West","Inner","Eugorgia rubens","gorgonians",33.72066,-118.33399,0
2018,"3 Palms West","Inner","Leptogorgia alba","gorgonians",33.72066,-118.33399,0
2018,"3 Palms West","Inner","Leptogorgia chilensis","gorgonians",33.72066,-118.33399,0
2018,"3 Palms West","Inner","Muricea californica","gorgonians",33.72066,-118.33399,0
2018,"3 Palms West","Inner","Muricea fruticosa","gorgonians",33.72066,-118.33399,0
2018,"3 Palms West","Middle","Eugorgia rubens","gorgonians",33.71948,-118.3349,0
2018,"3 Palms West","Middle","Leptogorgia alba","gorgonians",33.71948,-118.3349,0
2018,"3 Palms West","Middle","Leptogorgia chilensis","gorgonians",33.71948,-118.3349,0
2018,"3 Palms West","Middle","Muricea californica","gorgonians",33.71948,-118.3349,0
2018,"3 Palms West","Middle","Muricea fruticosa","gorgonians",33.71948,-118.3349,0
2018,"3 Palms West","Outer","Eugorgia rubens","gorgonians",33.71802,-118.33533,0
2018,"3 Palms West","Outer","Leptogorgia alba","gorgonians",33.71802,-118.33533,0
2018,"3 Palms West","Outer","Leptogorgia chilensis","gorgonians",33.71802,-118.33533,0
2018,"3 Palms West","Outer","Muricea californica","gorgonians",33.71802,-118.33533,0.025
2018,"3 Palms West","Outer","Muricea fruticosa","gorgonians",33.71802,-118.33533,0
2018,"3 Palms West","Deep","Eugorgia rubens","gorgonians",33.71594,-118.33688,0.00833333333333333
2018,"3 Palms West","Deep","Leptogorgia alba","gorgonians",33.71594,-118.33688,0
2018,"3 Palms West","Deep","Leptogorgia chilensis","gorgonians",33.71594,-118.33688,0.0416666666666667
2018,"3 Palms West","Deep","Muricea californica","gorgonians",33.71594,-118.33688,0.3
2018,"3 Palms West","Deep","Muricea fruticosa","gorgonians",33.71594,-118.33688,0.00833333333333333
2018,"3 Palms East","Inner","Eugorgia rubens","gorgonians",33.719,-118.3318,0
2018,"3 Palms East","Inner","Leptogorgia alba","gorgonians",33.719,-118.3318,0
2018,"3 Palms East","Inner","Leptogorgia chilensis","gorgonians",33.719,-118.3318,0
2018,"3 Palms East","Inner","Muricea californica","gorgonians",33.719,-118.3318,0
2018,"3 Palms East","Inner","Muricea fruticosa","gorgonians",33.719,-118.3318,0
2018,"3 Palms East","Middle","Eugorgia rubens","gorgonians",33.71801,-118.3315,0
2018,"3 Palms East","Middle","Leptogorgia alba","gorgonians",33.71801,-118.3315,0
2018,"3 Palms East","Middle","Leptogorgia chilensis","gorgonians",33.71801,-118.3315,0
2018,"3 Palms East","Middle","Muricea californica","gorgonians",33.71801,-118.3315,0
2018,"3 Palms East","Middle","Muricea fruticosa","gorgonians",33.71801,-118.3315,0
2018,"3 Palms East","Outer","Eugorgia rubens","gorgonians",33.71668,-118.33309,0
2018,"3 Palms East","Outer","Leptogorgia alba","gorgonians",33.71668,-118.33309,0
2018,"3 Palms East","Outer","Leptogorgia chilensis","gorgonians",33.71668,-118.33309,0
2018,"3 Palms East","Outer","Muricea californica","gorgonians",33.71668,-118.33309,0
2018,"3 Palms East","Outer","Muricea fruticosa","gorgonians",33.71668,-118.33309,0
2018,"3 Palms East","Deep","Eugorgia rubens","gorgonians",33.7142,-118.33394,0
2018,"3 Palms East","Deep","Leptogorgia alba","gorgonians",33.7142,-118.33394,0
2018,"3 Palms East","Deep","Leptogorgia chilensis","gorgonians",33.7142,-118.33394,0.0583333333333333
2018,"3 Palms East","Deep","Muricea californica","gorgonians",33.7142,-118.33394,0.075
2018,"3 Palms East","Deep","Muricea fruticosa","gorgonians",33.7142,-118.33394,0.00833333333333333
2018,"Whites Point","Inner","Eugorgia rubens","gorgonians",33.71674,-118.32509,0
2018,"Whites Point","Inner","Leptogorgia alba","gorgonians",33.71674,-118.32509,0
2018,"Whites Point","Inner","Leptogorgia chilensis","gorgonians",33.71674,-118.32509,0
2018,"Whites Point","Inner","Muricea californica","gorgonians",33.71674,-118.32509,0
2018,"Whites Point","Inner","Muricea fruticosa","gorgonians",33.71674,-118.32509,0
2018,"Whites Point","Middle","Eugorgia rubens","gorgonians",33.71506,-118.32398,0
2018,"Whites Point","Middle","Leptogorgia alba","gorgonians",33.71506,-118.32398,0
2018,"Whites Point","Middle","Leptogorgia chilensis","gorgonians",33.71506,-118.32398,0
2018,"Whites Point","Middle","Muricea californica","gorgonians",33.71506,-118.32398,0.0166666666666667
2018,"Whites Point","Middle","Muricea fruticosa","gorgonians",33.71506,-118.32398,0
2018,"Whites Point","Outer","Eugorgia rubens","gorgonians",33.71446,-118.3254,0
2018,"Whites Point","Outer","Leptogorgia alba","gorgonians",33.71446,-118.3254,0
2018,"Whites Point","Outer","Leptogorgia chilensis","gorgonians",33.71446,-118.3254,0.00833333333333333
2018,"Whites Point","Outer","Muricea californica","gorgonians",33.71446,-118.3254,0.1
2018,"Whites Point","Outer","Muricea fruticosa","gorgonians",33.71446,-118.3254,0.00833333333333333
2018,"Cairns","Inner","Eugorgia rubens","gorgonians",33.7111,-118.3088,0
2018,"Cairns","Inner","Leptogorgia alba","gorgonians",33.7111,-118.3088,0
2018,"Cairns","Inner","Leptogorgia chilensis","gorgonians",33.7111,-118.3088,0
2018,"Cairns","Inner","Muricea californica","gorgonians",33.7111,-118.3088,0
2018,"Cairns","Inner","Muricea fruticosa","gorgonians",33.7111,-118.3088,0
2018,"Cairns","Middle","Eugorgia rubens","gorgonians",33.70944,-118.30898,0
2018,"Cairns","Middle","Leptogorgia alba","gorgonians",33.70944,-118.30898,0
2018,"Cairns","Middle","Leptogorgia chilensis","gorgonians",33.70944,-118.30898,0
2018,"Cairns","Middle","Muricea californica","gorgonians",33.70944,-118.30898,0
2018,"Cairns","Middle","Muricea fruticosa","gorgonians",33.70944,-118.30898,0
2018,"Cairns","Outer","Eugorgia rubens","gorgonians",33.70753,-118.30995,0
2018,"Cairns","Outer","Leptogorgia alba","gorgonians",33.70753,-118.30995,0
2018,"Cairns","Outer","Leptogorgia chilensis","gorgonians",33.70753,-118.30995,0.0416666666666667
2018,"Cairns","Outer","Muricea californica","gorgonians",33.70753,-118.30995,0.491666666666667
2018,"Cairns","Outer","Muricea fruticosa","gorgonians",33.70753,-118.30995,0.00833333333333333
2018,"Point Fermin","Inner","Eugorgia rubens","gorgonians",33.70764,-118.29862,0
2018,"Point Fermin","Inner","Leptogorgia alba","gorgonians",33.70764,-118.29862,0
2018,"Point Fermin","Inner","Leptogorgia chilensis","gorgonians",33.70764,-118.29862,0
2018,"Point Fermin","Inner","Muricea californica","gorgonians",33.70764,-118.29862,0
2018,"Point Fermin","Inner","Muricea fruticosa","gorgonians",33.70764,-118.29862,0
2018,"Point Fermin","Middle","Eugorgia rubens","gorgonians",33.70645,-118.29944,0
2018,"Point Fermin","Middle","Leptogorgia alba","gorgonians",33.70645,-118.29944,0
2018,"Point Fermin","Middle","Leptogorgia chilensis","gorgonians",33.70645,-118.29944,0
2018,"Point Fermin","Middle","Muricea californica","gorgonians",33.70645,-118.29944,0.108333333333333
2018,"Point Fermin","Middle","Muricea fruticosa","gorgonians",33.70645,-118.29944,0.00833333333333333
2018,"Point Fermin","Outer","Eugorgia rubens","gorgonians",33.70563,-118.2998,0
2018,"Point Fermin","Outer","Leptogorgia alba","gorgonians",33.70563,-118.2998,0
2018,"Point Fermin","Outer","Leptogorgia chilensis","gorgonians",33.70563,-118.2998,0.025
2018,"Point Fermin","Outer","Muricea californica","gorgonians",33.70563,-118.2998,0.75
2018,"Point Fermin","Outer","Muricea fruticosa","gorgonians",33.70563,-118.2998,0.0833333333333333
2018,"Santa Monica AR - A","ARM","Eugorgia rubens","gorgonians",NA,NA,0
2018,"Santa Monica AR - A","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2018,"Santa Monica AR - A","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0.183333333333333
2018,"Santa Monica AR - A","ARM","Muricea californica","gorgonians",NA,NA,3.79166666666667
2018,"Santa Monica AR - A","ARM","Muricea fruticosa","gorgonians",NA,NA,0.191666666666667
2018,"Santa Monica AR - B","ARM","Eugorgia rubens","gorgonians",NA,NA,0
2018,"Santa Monica AR - B","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2018,"Santa Monica AR - B","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0.258333333333333
2018,"Santa Monica AR - B","ARM","Muricea californica","gorgonians",NA,NA,2.01666666666667
2018,"Santa Monica AR - B","ARM","Muricea fruticosa","gorgonians",NA,NA,0.108333333333333
2018,"Santa Monica AR - C","ARM","Eugorgia rubens","gorgonians",NA,NA,0
2018,"Santa Monica AR - C","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2018,"Santa Monica AR - C","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0.025
2018,"Santa Monica AR - C","ARM","Muricea californica","gorgonians",NA,NA,1.79166666666667
2018,"Santa Monica AR - C","ARM","Muricea fruticosa","gorgonians",NA,NA,0.075
2018,"Marina del Rey AR - K","ARM","Eugorgia rubens","gorgonians",NA,NA,0
2018,"Marina del Rey AR - K","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2018,"Marina del Rey AR - K","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0.475
2018,"Marina del Rey AR - K","ARM","Muricea californica","gorgonians",NA,NA,2.78333333333333
2018,"Marina del Rey AR - K","ARM","Muricea fruticosa","gorgonians",NA,NA,0.183333333333333
2018,"Marina del Rey AR - I","ARM","Eugorgia rubens","gorgonians",NA,NA,0
2018,"Marina del Rey AR - I","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2018,"Marina del Rey AR - I","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0.191666666666667
2018,"Marina del Rey AR - I","ARM","Muricea californica","gorgonians",NA,NA,2.89166666666667
2018,"Marina del Rey AR - I","ARM","Muricea fruticosa","gorgonians",NA,NA,0.0916666666666667
2018,"Marina del Rey AR - F","ARM","Eugorgia rubens","gorgonians",NA,NA,0
2018,"Marina del Rey AR - F","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2018,"Marina del Rey AR - F","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0.55
2018,"Marina del Rey AR - F","ARM","Muricea californica","gorgonians",NA,NA,3.94166666666667
2018,"Marina del Rey AR - F","ARM","Muricea fruticosa","gorgonians",NA,NA,0.116666666666667
2018,"Hermosa Beach AR - Giants","ARM","Eugorgia rubens","gorgonians",NA,NA,0
2018,"Hermosa Beach AR - Giants","ARM","Leptogorgia alba","gorgonians",NA,NA,0
2018,"Hermosa Beach AR - Giants","ARM","Leptogorgia chilensis","gorgonians",NA,NA,0.191666666666667
2018,"Hermosa Beach AR - Giants","ARM","Muricea californica","gorgonians",NA,NA,1.25
2018,"Hermosa Beach AR - Giants","ARM","Muricea fruticosa","gorgonians",NA,NA,0.0833333333333333
2019,"SBI - Southeast Sealion","Inner","Eugorgia rubens","gorgonians",33.46894,-119.02893,0
2019,"SBI - Southeast Sealion","Inner","Leptogorgia alba","gorgonians",33.46894,-119.02893,0
2019,"SBI - Southeast Sealion","Inner","Leptogorgia chilensis","gorgonians",33.46894,-119.02893,0
2019,"SBI - Southeast Sealion","Inner","Muricea californica","gorgonians",33.46894,-119.02893,0
2019,"SBI - Southeast Sealion","Inner","Muricea fruticosa","gorgonians",33.46894,-119.02893,0
2019,"SBI - Southeast Sealion","Middle","Eugorgia rubens","gorgonians",33.46874,-119.02838,0
2019,"SBI - Southeast Sealion","Middle","Leptogorgia alba","gorgonians",33.46874,-119.02838,0
2019,"SBI - Southeast Sealion","Middle","Leptogorgia chilensis","gorgonians",33.46874,-119.02838,0
2019,"SBI - Southeast Sealion","Middle","Muricea californica","gorgonians",33.46874,-119.02838,0
2019,"SBI - Southeast Sealion","Middle","Muricea fruticosa","gorgonians",33.46874,-119.02838,0
2019,"SBI - Southeast Sealion","Outer","Eugorgia rubens","gorgonians",33.4687,-119.02746,0
2019,"SBI - Southeast Sealion","Outer","Leptogorgia alba","gorgonians",33.4687,-119.02746,0
2019,"SBI - Southeast Sealion","Outer","Leptogorgia chilensis","gorgonians",33.4687,-119.02746,0
2019,"SBI - Southeast Sealion","Outer","Muricea californica","gorgonians",33.4687,-119.02746,0.0333333333333333
2019,"SBI - Southeast Sealion","Outer","Muricea fruticosa","gorgonians",33.4687,-119.02746,0
2019,"SBI - Southeast Reef","Inner","Eugorgia rubens","gorgonians",33.46281,-119.03201,0
2019,"SBI - Southeast Reef","Inner","Leptogorgia alba","gorgonians",33.46281,-119.03201,0
2019,"SBI - Southeast Reef","Inner","Leptogorgia chilensis","gorgonians",33.46281,-119.03201,0
2019,"SBI - Southeast Reef","Inner","Muricea californica","gorgonians",33.46281,-119.03201,0
2019,"SBI - Southeast Reef","Inner","Muricea fruticosa","gorgonians",33.46281,-119.03201,0
2019,"SBI - Southeast Reef","Middle","Eugorgia rubens","gorgonians",33.46271,-119.03163,0
2019,"SBI - Southeast Reef","Middle","Leptogorgia alba","gorgonians",33.46271,-119.03163,0
2019,"SBI - Southeast Reef","Middle","Leptogorgia chilensis","gorgonians",33.46271,-119.03163,0
2019,"SBI - Southeast Reef","Middle","Muricea californica","gorgonians",33.46271,-119.03163,0
2019,"SBI - Southeast Reef","Middle","Muricea fruticosa","gorgonians",33.46271,-119.03163,0
2019,"SBI - Southeast Reef","Outer","Eugorgia rubens","gorgonians",33.46149,-119.03048,0
2019,"SBI - Southeast Reef","Outer","Leptogorgia alba","gorgonians",33.46149,-119.03048,0
2019,"SBI - Southeast Reef","Outer","Leptogorgia chilensis","gorgonians",33.46149,-119.03048,0
2019,"SBI - Southeast Reef","Outer","Muricea californica","gorgonians",33.46149,-119.03048,0.0583333333333333
2019,"SBI - Southeast Reef","Outer","Muricea fruticosa","gorgonians",33.46149,-119.03048,0
2019,"SBI - Southeast Reef","Deep","Eugorgia rubens","gorgonians",33.46159,-119.02667,0
2019,"SBI - Southeast Reef","Deep","Leptogorgia alba","gorgonians",33.46159,-119.02667,0
2019,"SBI - Southeast Reef","Deep","Leptogorgia chilensis","gorgonians",33.46159,-119.02667,0.441666666666667
2019,"SBI - Southeast Reef","Deep","Muricea californica","gorgonians",33.46159,-119.02667,0.075
2019,"SBI - Southeast Reef","Deep","Muricea fruticosa","gorgonians",33.46159,-119.02667,0
2019,"SBI - Cat Canyon","Inner","Eugorgia rubens","gorgonians",33.46438,-119.04294,0
2019,"SBI - Cat Canyon","Inner","Leptogorgia alba","gorgonians",33.46438,-119.04294,0
2019,"SBI - Cat Canyon","Inner","Leptogorgia chilensis","gorgonians",33.46438,-119.04294,0
2019,"SBI - Cat Canyon","Inner","Muricea californica","gorgonians",33.46438,-119.04294,0
2019,"SBI - Cat Canyon","Inner","Muricea fruticosa","gorgonians",33.46438,-119.04294,0
2019,"SBI - Cat Canyon","Middle","Eugorgia rubens","gorgonians",33.46439,-119.04279,0
2019,"SBI - Cat Canyon","Middle","Leptogorgia alba","gorgonians",33.46439,-119.04279,0
2019,"SBI - Cat Canyon","Middle","Leptogorgia chilensis","gorgonians",33.46439,-119.04279,0
2019,"SBI - Cat Canyon","Middle","Muricea californica","gorgonians",33.46439,-119.04279,0
2019,"SBI - Cat Canyon","Middle","Muricea fruticosa","gorgonians",33.46439,-119.04279,0
2019,"SBI - Cat Canyon","Outer","Eugorgia rubens","gorgonians",33.46414,-119.04275,0
2019,"SBI - Cat Canyon","Outer","Leptogorgia alba","gorgonians",33.46414,-119.04275,0
2019,"SBI - Cat Canyon","Outer","Leptogorgia chilensis","gorgonians",33.46414,-119.04275,0.05
2019,"SBI - Cat Canyon","Outer","Muricea californica","gorgonians",33.46414,-119.04275,0.00833333333333333
