"SampleYear","Site","DepthZone","Species","SpeciesGroupF","Latitude","Longitude","Density_m2"
2016,"Ridges South","Deep","Eugorgia rubens","gorgonians",33.78701,-118.4301,0
2016,"Ridges South","Deep","Laminaria farlowii","kelp - understory",33.78701,-118.4301,0.166666666666667
2016,"Ridges South","Deep","Leptogorgia alba","gorgonians",33.78701,-118.4301,0
2016,"Ridges South","Deep","Leptogorgia chilensis","gorgonians",33.78701,-118.4301,0
2016,"Ridges South","Deep","Muricea californica","gorgonians",33.78701,-118.4301,0
2016,"Ridges South","Deep","Muricea fruticosa","gorgonians",33.78701,-118.4301,0
2016,"Ridges South","Deep","Pterygophora californica","kelp - understory",33.78701,-118.4301,0.258333333333333
2016,"Ridges South","Deep","Saccharina latissima","kelp - understory",33.78701,-118.4301,0
2016,"Ridges South","Deep","Stephanocystis spp.","kelp - understory",33.78701,-118.4301,0.0333333333333333
2016,"Ridges South","Deep","Undaria pinnatifida","kelp - understory",33.78701,-118.4301,0
2016,"Rocky Point North","Inner","Agarum fimbriatum","kelp - understory",33.77958,-118.4278,0
2016,"Rocky Point North","Inner","Alaria marginata","kelp - understory",33.77958,-118.4278,0
2016,"Rocky Point North","Inner","Desmarestia ligulata","kelp - understory",33.77958,-118.4278,0
2016,"Rocky Point North","Inner","Desmarestia ligulata var. firma","kelp - understory",33.77958,-118.4278,0
2016,"Rocky Point North","Inner","Egregia menziesii","kelp - understory",33.77958,-118.4278,0.0416666666666667
2016,"Rocky Point North","Inner","Eisenia arborea","kelp - understory",33.77958,-118.4278,0.2
2016,"Rocky Point North","Inner","Eugorgia rubens","gorgonians",33.77958,-118.4278,0
2016,"Rocky Point North","Inner","Laminaria farlowii","kelp - understory",33.77958,-118.4278,0
2016,"Rocky Point North","Inner","Leptogorgia alba","gorgonians",33.77958,-118.4278,0
2016,"Rocky Point North","Inner","Leptogorgia chilensis","gorgonians",33.77958,-118.4278,0
2016,"Rocky Point North","Inner","Muricea californica","gorgonians",33.77958,-118.4278,0
2016,"Rocky Point North","Inner","Muricea fruticosa","gorgonians",33.77958,-118.4278,0
2016,"Rocky Point North","Inner","Pterygophora californica","kelp - understory",33.77958,-118.4278,0
2016,"Rocky Point North","Inner","Saccharina latissima","kelp - understory",33.77958,-118.4278,0
2016,"Rocky Point North","Inner","Stephanocystis spp.","kelp - understory",33.77958,-118.4278,0.216666666666667
2016,"Rocky Point North","Inner","Undaria pinnatifida","kelp - understory",33.77958,-118.4278,0
2016,"Rocky Point North","Middle","Agarum fimbriatum","kelp - understory",33.78014,-118.42891,0
2016,"Rocky Point North","Middle","Alaria marginata","kelp - understory",33.78014,-118.42891,0
2016,"Rocky Point North","Middle","Desmarestia ligulata","kelp - understory",33.78014,-118.42891,0
2016,"Rocky Point North","Middle","Desmarestia ligulata var. firma","kelp - understory",33.78014,-118.42891,0
2016,"Rocky Point North","Middle","Egregia menziesii","kelp - understory",33.78014,-118.42891,0
2016,"Rocky Point North","Middle","Eisenia arborea","kelp - understory",33.78014,-118.42891,0.0583333333333333
2016,"Rocky Point North","Middle","Eugorgia rubens","gorgonians",33.78014,-118.42891,0
2016,"Rocky Point North","Middle","Laminaria farlowii","kelp - understory",33.78014,-118.42891,0
2016,"Rocky Point North","Middle","Leptogorgia alba","gorgonians",33.78014,-118.42891,0
2016,"Rocky Point North","Middle","Leptogorgia chilensis","gorgonians",33.78014,-118.42891,0
2016,"Rocky Point North","Middle","Muricea californica","gorgonians",33.78014,-118.42891,0
2016,"Rocky Point North","Middle","Muricea fruticosa","gorgonians",33.78014,-118.42891,0
2016,"Rocky Point North","Middle","Pterygophora californica","kelp - understory",33.78014,-118.42891,0.2
2016,"Rocky Point North","Middle","Saccharina latissima","kelp - understory",33.78014,-118.42891,0
2016,"Rocky Point North","Middle","Stephanocystis spp.","kelp - understory",33.78014,-118.42891,1.15833333333333
2016,"Rocky Point North","Middle","Undaria pinnatifida","kelp - understory",33.78014,-118.42891,0
2016,"Rocky Point North","Outer","Agarum fimbriatum","kelp - understory",33.78084,-118.43033,0.25
2016,"Rocky Point North","Outer","Alaria marginata","kelp - understory",33.78084,-118.43033,0
2016,"Rocky Point North","Outer","Desmarestia ligulata","kelp - understory",33.78084,-118.43033,0
2016,"Rocky Point North","Outer","Desmarestia ligulata var. firma","kelp - understory",33.78084,-118.43033,0
2016,"Rocky Point North","Outer","Egregia menziesii","kelp - understory",33.78084,-118.43033,0
2016,"Rocky Point North","Outer","Eisenia arborea","kelp - understory",33.78084,-118.43033,0
2016,"Rocky Point North","Outer","Eugorgia rubens","gorgonians",33.78084,-118.43033,0
2016,"Rocky Point North","Outer","Laminaria farlowii","kelp - understory",33.78084,-118.43033,0
2016,"Rocky Point North","Outer","Leptogorgia alba","gorgonians",33.78084,-118.43033,0
2016,"Rocky Point North","Outer","Leptogorgia chilensis","gorgonians",33.78084,-118.43033,0
2016,"Rocky Point North","Outer","Muricea californica","gorgonians",33.78084,-118.43033,0
2016,"Rocky Point North","Outer","Muricea fruticosa","gorgonians",33.78084,-118.43033,0
2016,"Rocky Point North","Outer","Pterygophora californica","kelp - understory",33.78084,-118.43033,0.933333333333333
2016,"Rocky Point North","Outer","Saccharina latissima","kelp - understory",33.78084,-118.43033,0
2016,"Rocky Point North","Outer","Stephanocystis spp.","kelp - understory",33.78084,-118.43033,0.245833333333333
2016,"Rocky Point North","Outer","Undaria pinnatifida","kelp - understory",33.78084,-118.43033,0
2016,"Rocky Point North","Deep","Agarum fimbriatum","kelp - understory",33.78149,-118.43324,2.0375
2016,"Rocky Point North","Deep","Alaria marginata","kelp - understory",33.78149,-118.43324,0
2016,"Rocky Point North","Deep","Desmarestia ligulata","kelp - understory",33.78149,-118.43324,0
2016,"Rocky Point North","Deep","Desmarestia ligulata var. firma","kelp - understory",33.78149,-118.43324,0
2016,"Rocky Point North","Deep","Egregia menziesii","kelp - understory",33.78149,-118.43324,0
2016,"Rocky Point North","Deep","Eisenia arborea","kelp - understory",33.78149,-118.43324,0.00416666666666667
2016,"Rocky Point North","Deep","Eugorgia rubens","gorgonians",33.78149,-118.43324,0
2016,"Rocky Point North","Deep","Laminaria farlowii","kelp - understory",33.78149,-118.43324,0.0416666666666667
2016,"Rocky Point North","Deep","Leptogorgia alba","gorgonians",33.78149,-118.43324,0
2016,"Rocky Point North","Deep","Leptogorgia chilensis","gorgonians",33.78149,-118.43324,0
2016,"Rocky Point North","Deep","Muricea californica","gorgonians",33.78149,-118.43324,0
2016,"Rocky Point North","Deep","Muricea fruticosa","gorgonians",33.78149,-118.43324,0
2016,"Rocky Point North","Deep","Pterygophora californica","kelp - understory",33.78149,-118.43324,0.375
2016,"Rocky Point North","Deep","Saccharina latissima","kelp - understory",33.78149,-118.43324,0
2016,"Rocky Point North","Deep","Stephanocystis spp.","kelp - understory",33.78149,-118.43324,0.104166666666667
2016,"Rocky Point North","Deep","Undaria pinnatifida","kelp - understory",33.78149,-118.43324,0
2016,"Rocky Point South","Inner","Agarum fimbriatum","kelp - understory",33.77511,-118.42804,0
2016,"Rocky Point South","Inner","Alaria marginata","kelp - understory",33.77511,-118.42804,0
2016,"Rocky Point South","Inner","Desmarestia ligulata","kelp - understory",33.77511,-118.42804,0
2016,"Rocky Point South","Inner","Desmarestia ligulata var. firma","kelp - understory",33.77511,-118.42804,0
2016,"Rocky Point South","Inner","Egregia menziesii","kelp - understory",33.77511,-118.42804,0
2016,"Rocky Point South","Inner","Eisenia arborea","kelp - understory",33.77511,-118.42804,0.9
2016,"Rocky Point South","Inner","Eugorgia rubens","gorgonians",33.77511,-118.42804,0
2016,"Rocky Point South","Inner","Laminaria farlowii","kelp - understory",33.77511,-118.42804,0
2016,"Rocky Point South","Inner","Leptogorgia alba","gorgonians",33.77511,-118.42804,0
2016,"Rocky Point South","Inner","Leptogorgia chilensis","gorgonians",33.77511,-118.42804,0
2016,"Rocky Point South","Inner","Muricea californica","gorgonians",33.77511,-118.42804,0
2016,"Rocky Point South","Inner","Muricea fruticosa","gorgonians",33.77511,-118.42804,0
2016,"Rocky Point South","Inner","Pterygophora californica","kelp - understory",33.77511,-118.42804,0
2016,"Rocky Point South","Inner","Saccharina latissima","kelp - understory",33.77511,-118.42804,0
2016,"Rocky Point South","Inner","Stephanocystis spp.","kelp - understory",33.77511,-118.42804,0.183333333333333
2016,"Rocky Point South","Inner","Undaria pinnatifida","kelp - understory",33.77511,-118.42804,0
2016,"Rocky Point South","Middle","Agarum fimbriatum","kelp - understory",33.7767,-118.43029,0
2016,"Rocky Point South","Middle","Alaria marginata","kelp - understory",33.7767,-118.43029,0
2016,"Rocky Point South","Middle","Desmarestia ligulata","kelp - understory",33.7767,-118.43029,0
2016,"Rocky Point South","Middle","Desmarestia ligulata var. firma","kelp - understory",33.7767,-118.43029,0
2016,"Rocky Point South","Middle","Egregia menziesii","kelp - understory",33.7767,-118.43029,0
2016,"Rocky Point South","Middle","Eisenia arborea","kelp - understory",33.7767,-118.43029,0.991666666666667
2016,"Rocky Point South","Middle","Eugorgia rubens","gorgonians",33.7767,-118.43029,0
2016,"Rocky Point South","Middle","Laminaria farlowii","kelp - understory",33.7767,-118.43029,0
2016,"Rocky Point South","Middle","Leptogorgia alba","gorgonians",33.7767,-118.43029,0
2016,"Rocky Point South","Middle","Leptogorgia chilensis","gorgonians",33.7767,-118.43029,0
2016,"Rocky Point South","Middle","Muricea californica","gorgonians",33.7767,-118.43029,0.00833333333333333
2016,"Rocky Point South","Middle","Muricea fruticosa","gorgonians",33.7767,-118.43029,0
2016,"Rocky Point South","Middle","Pterygophora californica","kelp - understory",33.7767,-118.43029,0.0166666666666667
2016,"Rocky Point South","Middle","Saccharina latissima","kelp - understory",33.7767,-118.43029,0
